Code,Title,Description
4247,Petroleum and Petroleum Products Merchant Wholesalers,"This industry group comprises establishments primarily engaged in the merchant wholesale distribution of petroleum and petroleum products, including liquefied petroleum gas."
4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers","This industry group comprises establishments primarily engaged in the merchant wholesale distribution of beer, ale, wine, and/or distilled alcoholic beverages."
4249,Miscellaneous Nondurable Goods Merchant Wholesalers,"This industry group comprises establishments primarily engaged in the merchant wholesale distribution of nondurable goods, such as farm supplies; books, periodicals and newspapers; flowers; nursery stock; paints; varnishes; tobacco and tobacco products; and other miscellaneous nondurable goods, such as cut Christmas trees and pet supplies."
4251,Wholesale Electronic Markets and Agents and Brokers,""
4411,Automobile Dealers,"This industry group comprises establishments primarily engaged in retailing new and used automobiles and light trucks, such as sport utility vehicles, and passenger and cargo vans."
4412,Other Motor Vehicle Dealers,"This industry group comprises establishments primarily engaged in retailing new and used vehicles (except automobiles, light trucks, such as sport utility vehicles, and passenger and cargo vans)."
4413,"Automotive Parts, Accessories, and Tire Stores","This industry group comprises establishments primarily engaged in retailing new, used, and/or rebuilt automotive parts and accessories, including tires and tubes. Included in this industry group are establishments primarily engaged in retailing automotive parts and accessories in combination with automotive repair services."
4421,Furniture Stores,""
4422,Home Furnishings Stores,This industry group comprises establishments primarily engaged in retailing new home furnishings (except furniture).
4431,Electronics and Appliance Stores,""
4441,Building Material and Supplies Dealers,This industry group comprises establishments primarily engaged in retailing new building materials and supplies.
4442,Lawn and Garden Equipment and Supplies Stores,This industry group comprises establishments primarily engaged in retailing new lawn and garden equipment and supplies.
4451,Grocery Stores,This industry group comprises establishments primarily engaged in retailing a general line of food products.
4452,Specialty Food Stores,This industry group comprises establishments primarily engaged in retailing specialized lines of food.
4453,"Beer, Wine, and Liquor Stores",""
4461,Health and Personal Care Stores,""
4471,Gasoline Stations,""
4481,Clothing Stores,This industry group comprises establishments primarily engaged in retailing new clothing.
4482,Shoe Stores,""
4483,"Jewelry, Luggage, and Leather Goods Stores","This industry group comprises establishments primarily engaged in retailing new jewelry (except costume jewelry); new sterling and plated silverware; new watches and clocks; and new luggage with or without a general line of new leather goods and accessories, such as hats, gloves, handbags, ties, and belts."
4511,"Sporting Goods, Hobby, and Musical Instrument Stores","This industry group comprises establishments primarily engaged in retailing new sporting goods, games and toys, and musical instruments."
4512,Book Stores and News Dealers,""
4522,Department Stores,""
4523,"General Merchandise Stores, including Warehouse Clubs and Supercenters",""
4531,Florists,""
4532,"Office Supplies, Stationery, and Gift Stores","This industry group comprises establishments primarily engaged in retailing new office supplies, stationery, gifts, novelty merchandise, and souvenirs."
4533,Used Merchandise Stores,""
4539,Other Miscellaneous Store Retailers,"This industry group comprises establishments primarily engaged in retailing new miscellaneous specialty store merchandise (except motor vehicle and parts dealers; furniture and home furnishings stores; consumer-type electronics and appliance stores; building material and garden equipment and supplies dealers; food and beverage stores; health and personal care stores; gasoline stations; clothing and clothing accessories stores; sporting goods, hobby, book, and music stores; general merchandise stores; florists; office supplies, stationery, and gift stores; and used merchandise stores).  This industry group also includes establishments primarily engaged in retailing a general line of new and used merchandise on an auction basis (except electronic auctions)."
4541,Electronic Shopping and Mail-Order Houses,""
4542,Vending Machine Operators,""
4543,Direct Selling Establishments,"This industry group comprises establishments primarily engaged in nonstore retailing (except electronic, mail-order, or vending machine sales).  These establishments typically go to the customers' location rather than the customer coming to them (e.g., door-to-door sales, home parties).  Examples of establishments in this industry are home delivery newspaper routes; home delivery of heating oil, liquefied petroleum (LP) gas, and other fuels; locker meat provisioners; frozen food and freezer meal plan providers; coffee-break supplies providers; and bottled water or water softener services."
4811,Scheduled Air Transportation,""
4812,Nonscheduled Air Transportation,""
4821,Rail Transportation,""
4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",""
4832,Inland Water Transportation,""
4841,General Freight Trucking,"This industry group comprises establishments primarily engaged in providing general freight trucking.  General freight trucking establishments handle a wide variety of commodities, generally palletized, and transported in a container or van trailer.  The establishments of this industry group provide a combination of the following network activities: local pick-up, local sorting and terminal operations, line-haul, destination sorting and terminal operations, and local delivery."
4842,Specialized Freight Trucking,"This industry group comprises establishments primarily engaged in providing local or long-distance specialized freight trucking.  The establishments of this industry are primarily engaged in the transportation of freight which, because of size, weight, shape, or other inherent characteristics, requires specialized equipment, such as flatbeds, tankers, or refrigerated trailers.  This industry includes the transportation of used household, institutional, and commercial furniture and equipment."
4851,Urban Transit Systems,""
4852,Interurban and Rural Bus Transportation,""
4853,Taxi and Limousine Service,This industry group comprises establishments primarily engaged in providing passenger transportation by automobile or van or providing an array of specialty and luxury passenger transportation services via limousine or luxury sedan generally on a reserved basis.  These establishments do not operate over regular routes and on regular schedules.
4854,School and Employee Bus Transportation,""
4855,Charter Bus Industry,""
4859,Other Transit and Ground Passenger Transportation,""
4861,Pipeline Transportation of Crude Oil,""
4862,Pipeline Transportation of Natural Gas,""
4869,Other Pipeline Transportation,This industry group comprises establishments primarily engaged in the pipeline transportation of products (except crude oil and natural gas).
4871,"Scenic and Sightseeing Transportation, Land",""
4872,"Scenic and Sightseeing Transportation, Water",""
4879,"Scenic and Sightseeing Transportation, Other",""
4881,Support Activities for Air Transportation,"This industry group comprises establishments primarily engaged in providing services to the air transportation industry.  These services include airport operation, servicing, repairing (except factory conversion and overhaul of aircraft), maintaining and storing aircraft, and ferrying aircraft."
4882,Support Activities for Rail Transportation,""
4883,Support Activities for Water Transportation,"This industry group comprises establishments primarily engaged in one of the following: (1) operating ports, harbors (including docking and pier facilities), or canals; (2) providing stevedoring and other marine cargo handling services (except warehousing); (3) providing navigational services to shipping; or (4) providing other services to water transportation."
4884,Support Activities for Road Transportation,"This industry group comprises establishments primarily engaged in (1) towing light or heavy motor vehicles, both local and long-distance, or (2) providing other services to road network users."
4885,Freight Transportation Arrangement,""
4889,Other Support Activities for Transportation,""
4911,Postal Service,""
4921,Couriers and Express Delivery Services,""
4922,Local Messengers and Local Delivery,""
4931,Warehousing and Storage,""
5111,"Newspaper, Periodical, Book, and Directory Publishers","This industry group comprises establishments primarily engaged in publishing newspapers, magazines, other periodicals, books, directories and mailing lists, and other works, such as calendars, greeting cards, and maps.  These works are characterized by the intellectual creativity required in their development and are usually protected by copyright.  Publishers distribute or arrange for the distribution of these works.

Publishing establishments may create the works in-house, or contract for, purchase, or compile works that were originally created by others.  These works may be published in one or more formats, such as print and/or electronic form, including proprietary electronic networks.  Establishments in this industry may print, reproduce, or offer direct access to the works themselves or may arrange with others to carry out such functions.

Establishments that both print and publish may fill excess capacity with commercial or job printing.  However, the publishing activity is still considered to be the primary activity of these establishments."
5112,Software Publishers,""
5121,Motion Picture and Video Industries,"This industry group comprises establishments primarily engaged in the production and/or distribution of motion pictures, videos, television programs, or commercials; in the exhibition of motion pictures; or in the provision of postproduction and related services."
5122,Sound Recording Industries,"This industry group comprises establishments primarily engaged in producing and distributing musical recordings, publishing music, or providing sound recording and related services."
5151,Radio and Television Broadcasting,"This industry group comprises establishments primarily engaged in operating broadcast studios and facilities for over-the-air or satellite delivery of radio and television programs.  These establishments are often engaged in the production or purchase of programs or generate revenues from the sale of air time to advertisers, from donations and subsidies, or from the sale of programs."
5152,Cable and Other Subscription Programming,""
5173,Wired and Wireless Telecommunications Carriers,""
5174,Satellite Telecommunications,""
5179,Other Telecommunications,""
5182,"Data Processing, Hosting, and Related Services",""
5191,Other Information Services,""
5211,Monetary Authorities-Central Bank,""
5221,Depository Credit Intermediation,"This industry group comprises establishments primarily engaged in accepting deposits (or share deposits) and in lending funds from these deposits.  Within this group, industries are defined on the basis of differences in the types of deposit liabilities assumed and in the nature of the credit extended."
5222,Nondepository Credit Intermediation,"This industry group comprises establishments, both public (government-sponsored enterprises) and private, primarily engaged in extending credit or lending funds raised by credit market borrowing, such as issuing commercial paper or other debt instruments or by borrowing from other financial intermediaries.  Within this group, industries are defined on the basis of the type of credit being extended."
5223,Activities Related to Credit Intermediation,"This industry group comprises establishments primarily engaged in facilitating credit intermediation by performing activities, such as arranging loans by bringing borrowers and lenders together and clearing checks and credit card transactions."
5231,Securities and Commodity Contracts Intermediation and Brokerage,"This industry group comprises establishments primarily engaged in putting capital at risk in the process of underwriting securities issues or in making markets for securities and commodities; and those acting as agents and/or brokers between buyers and sellers of securities and commodities, usually charging a commission."
5232,Securities and Commodity Exchanges,""
5239,Other Financial Investment Activities,"This industry group comprises establishments primarily engaged in one of the following: (1) acting as principals in buying or selling financial contracts (except investment bankers, securities dealers, and commodity contracts dealers); (2) acting as agents (i.e., brokers) (except securities brokerages and commodity contracts brokerages) in buying or selling financial contracts; or (3) providing other investment services (except securities and commodity exchanges), such as portfolio management; investment advice; and trust, fiduciary, and custody services."
5241,Insurance Carriers,"This industry group comprises establishments primarily engaged in underwriting (assuming the risk, assigning premiums, and so forth) annuities and insurance policies and investing premiums to build up a portfolio of financial assets to be used against future claims.  Direct insurance carriers are establishments that are primarily engaged in initially underwriting and assuming the risk of annuities and insurance policies.  Reinsurance carriers are establishments that are primarily engaged in assuming all or part of the risk associated with an existing insurance policy (or set of policies) originally underwritten by another insurance carrier.

Industries are defined in terms of the type of risk being insured against, such as death, loss of employment because of age or disability, and/or property damage.  Contributions and premiums are set on the basis of actuarial calculations of probable payouts based on risk factors from experience tables and expected investment returns on reserves."
5242,"Agencies, Brokerages, and Other Insurance Related Activities","This industry group comprises establishments primarily engaged in (1) acting as agents (i.e., brokers) in selling annuities and insurance policies or (2) providing other employee benefits and insurance related services, such as claims adjustment and third party administration."
5251,Insurance and Employee Benefit Funds,"This industry group comprises legal entities (i.e., funds, plans, and/or programs) organized to provide insurance and employee benefits exclusively for the sponsor, firm, or its employees or members."
5259,Other Investment Pools and Funds,"This industry group comprises legal entities (i.e., investment pools and/or funds) organized to pool securities or other assets (except insurance and employee benefit funds) on behalf of shareholders, unitholders, or beneficiaries."
5311,Lessors of Real Estate,This industry group comprises establishments primarily engaged in acting as lessors of (1) residential buildings and dwellings; (2) nonresidential buildings (except miniwarehouses); (3) miniwarehouses and self-storage units; and (4) other real estate property.
5312,Offices of Real Estate Agents and Brokers,""
5313,Activities Related to Real Estate,This industry group comprises establishments primarily engaged in providing real estate services (except lessors of real estate and offices of real estate agents and brokers).  Included in this industry group are establishments primarily engaged in managing real estate for others and appraising real estate.
5321,Automotive Equipment Rental and Leasing,"This industry group comprises establishments primarily engaged in renting or leasing passenger cars and trucks without drivers and utility trailers.  These establishments generally operate from a retail-like facility.  Some establishments offer only short-term rental, others only longer-term leases, and some provide both types of services."
5322,Consumer Goods Rental,"This industry group comprises establishments primarily engaged in renting personal and household-type goods.  Establishments classified in this industry group generally provide short-term rental although in some instances, the goods may be leased for longer periods of time.  These establishments often operate from a retail-like or storefront facility."
5323,General Rental Centers,""
5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,This industry group comprises establishments primarily engaged in renting or leasing commercial-type and industrial-type machinery and equipment.  Establishments included in this industry group are generally involved in providing capital or investment-type equipment that clients use in their business operations.  These establishments typically cater to a business clientele and do not generally operate a retail-like or storefront facility.
5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),""
5411,Legal Services,"This industry group comprises establishments primarily engaged in offering legal services, such as those offered by offices of lawyers, offices of notaries, and title abstract and settlement offices, and paralegal services."
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",""
5413,"Architectural, Engineering, and Related Services","This industry group comprises establishments primarily engaged in architectural, engineering, and related services, such as drafting services, building inspection services, geophysical surveying and mapping services, surveying and mapping (except geophysical) services, and testing services."
5414,Specialized Design Services,"This industry group comprises establishments providing specialized design services (except architectural, engineering, and computer systems design)."
5415,Computer Systems Design and Related Services,""
5416,"Management, Scientific, and Technical Consulting Services","This industry group comprises establishments primarily engaged in providing advice and assistance to businesses and other organizations on management, environmental, scientific, and technical issues."
5417,Scientific Research and Development Services,"This industry group comprises establishments engaged in conducting original investigation undertaken on a systematic basis to gain new knowledge (research) and/or the application of research findings or other scientific knowledge for the creation of new or significantly improved products or processes (experimental development).  Techniques may include modeling and simulation.  The industries within this industry group are defined on the basis of the domain of research; that is, on the scientific expertise of the establishment."
5418,"Advertising, Public Relations, and Related Services","This industry group comprises establishments primarily engaged in advertising, public relations, and related services, such as media buying, independent media representation, outdoor advertising, direct mail advertising, advertising material distribution services, and other services related to advertising."
5419,"Other Professional, Scientific, and Technical Services","This industry group comprises establishments engaged in professional, scientific, and technical services (except legal services; accounting, tax preparation, bookkeeping, and related services; architectural, engineering, and related services; specialized design services; computer systems design and related services; management, scientific, and technical consulting services; scientific research and development services; and advertising, public relations, and related services)."
5511,Management of Companies and Enterprises,""
5611,Office Administrative Services,""
5612,Facilities Support Services,""
5613,Employment Services,"This industry group comprises establishments primarily engaged in one of the following: (1) listing employment vacancies and referring or placing applicants for employment; (2) providing executive search, recruitment, and placement services; (3) supplying workers to clients' businesses for limited periods of time to supplement the working force of the client; or (4) providing human resources and human resource management services to client businesses and households."
5614,Business Support Services,This industry group comprises establishments engaged in performing activities that are ongoing routine business support functions that businesses and organizations traditionally do for themselves.
5615,Travel Arrangement and Reservation Services,This industry group comprises establishments primarily engaged in one of the following: (1) travel agency services; (2) arranging and assembling tours; or (3) other travel arrangement and reservation services.
5616,Investigation and Security Services,"This industry group comprises establishments primarily engaged in one of the following: (1) investigation, guard, and armored car services; (2) selling security systems, such as burglar and fire alarms and locking devices, along with installation, repair, or monitoring services; or (3) remote monitoring of electronic security alarm systems."
5617,Services to Buildings and Dwellings,This industry group comprises establishments primarily engaged in one of the following: (1) exterminating and pest control services; (2) janitorial services; (3) landscaping services; (4) carpet and upholstery cleaning services; or (5) other services to buildings and dwellings.
5619,Other Support Services,This industry group comprises establishments primarily engaged in providing day-to-day business and other organizational support services (except office administrative services; facilities support services; employment services; business support services; travel arrangement and reservation services; security and investigation services; and services to buildings and dwellings).
5621,Waste Collection,""
5622,Waste Treatment and Disposal,""
5629,Remediation and Other Waste Management Services,"This industry group comprises establishments primarily engaged in remediation and other waste management services (except waste collection, waste treatment and disposal, and waste management consulting services)."
6111,Elementary and Secondary Schools,""
6112,Junior Colleges,""
6113,"Colleges, Universities, and Professional Schools",""
6114,Business Schools and Computer and Management Training,"This industry group comprises establishments primarily engaged in one of the following: (1) offering courses in office procedures and secretarial and stenographic skills and may offer courses in basic office skills, such as word processing; (2) conducting computer training (except computer repair); or (3) offering an array of short duration courses and seminars for management and professional development.  Instruction may be provided in diverse settings, such as the establishment's or client's training facilities, educational institutions, the workplace, or the home, and through diverse means, such as correspondence, television, the Internet, or other electronic and distance-learning methods. The training provided by these establishments may include the use of simulators and simulation methods."
6115,Technical and Trade Schools,""
6116,Other Schools and Instruction,"This industry group comprises establishments primarily engaged in offering or providing instruction (except academic schools, colleges, and universities; and business, computer, management, technical, or trade instruction).  Instruction may be provided in diverse settings, such as the establishment's or client's training facilities, educational institutions, the workplace, or the home, and through diverse means, such as correspondence, television, the Internet, or other electronic and distance-learning methods.  The training provided by these establishments may include the use of simulators and simulation methods."
6117,Educational Support Services,""
6211,Offices of Physicians,""
6212,Offices of Dentists,""
6213,Offices of Other Health Practitioners,This industry group comprises establishments of independent health practitioners (except physicians and dentists).
6214,Outpatient Care Centers,"This industry group comprises establishments with medical staff primarily engaged in providing a range of outpatient services, such as family planning, diagnosis and treatment of mental health disorders and alcohol and other substance abuse, and other general or specialized outpatient care."
6215,Medical and Diagnostic Laboratories,""
6216,Home Health Care Services,""
6219,Other Ambulatory Health Care Services,"This industry group comprises establishments primarily engaged in providing ambulatory health care services (except offices of physicians, dentists, and other health practitioners; outpatient care centers; medical laboratories and diagnostic imaging centers; and home health care providers)."
6221,General Medical and Surgical Hospitals,""
6222,Psychiatric and Substance Abuse Hospitals,""
6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,""
6231,Nursing Care Facilities (Skilled Nursing Facilities),""
6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities","This industry group comprises establishments primarily engaged in providing residential care (but not licensed hospital care) to people with intellectual and developmental disabilities, mental illness, or substance abuse problems."
6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,""
6239,Other Residential Care Facilities,""
6241,Individual and Family Services,"This industry group comprises establishments primarily engaged in providing nonresidential social assistance to children and youth, the elderly, persons with disabilities, and all other individuals and families."
6242,"Community Food and Housing, and Emergency and Other Relief Services","This industry group comprises establishments primarily engaged in one of the following: (1) collecting, preparing, and delivering food for the needy; (2) providing short-term emergency shelter, temporary residential shelter, transitional housing, volunteer construction or repair of low-cost housing, and/or repair of homes for individuals or families in need; or (3) providing food, shelter, clothing, medical relief, resettlement, and counseling to victims of domestic or international disasters or conflicts (e.g., wars)."
6243,Vocational Rehabilitation Services,""
6244,Child Day Care Services,""
7111,Performing Arts Companies,"This industry group comprises establishments primarily engaged in producing live presentations involving the performances of actors and actresses, singers, dancers, musical groups and artists, and other performing artists."
7112,Spectator Sports,""
7113,"Promoters of Performing Arts, Sports, and Similar Events","This industry group comprises establishments primarily engaged in organizing, promoting, and/or managing live performing arts productions, sports events, and similar events, held in facilities that they manage and operate or in facilities that are managed and operated by others."
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",""
7115,"Independent Artists, Writers, and Performers",""
7121,"Museums, Historical Sites, and Similar Institutions",""
7131,Amusement Parks and Arcades,This industry group comprises establishments primarily engaged in operating amusement parks and amusement arcades and parlors.
7132,Gambling Industries,"This industry group comprises establishments (except casino hotels) primarily engaged in operating gambling facilities, such as casinos, bingo halls, and video gaming terminals, or in the provision of gambling services, such as lotteries and off-track betting.  Casino hotels are classified in Industry 72112, Casino Hotels."
7139,Other Amusement and Recreation Industries,This industry group comprises establishments primarily engaged in operating golf courses and country clubs; skiing facilities; marinas; fitness and recreational sports centers; bowling centers; and providing  other amusement and recreation services.
7211,Traveler Accommodation,"This industry group comprises establishments primarily engaged in providing short-term lodging in facilities, such as hotels, motels, casino hotels, and bed-and-breakfast inns.  In addition to lodging, these establishments may provide a range of other services to their guests."
7212,RV (Recreational Vehicle) Parks and Recreational Camps,""
7213,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",""
7223,Special Food Services,This industry group comprises establishments primarily engaged in providing food services at one or more of the following locations: (1) the customer's location; (2) a location designated by the customer; or (3) from motorized vehicles or nonmotorized carts.
7224,Drinking Places (Alcoholic Beverages),""
7225,Restaurants and Other Eating Places,""
8111,Automotive Repair and Maintenance,"This industry group comprises establishments involved in providing repair and maintenance services for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers.  Establishments in this industry group employ mechanics with specialized technical skills to diagnose and repair the mechanical and electrical systems for automotive vehicles, repair automotive interiors, and paint or repair automotive exteriors."
8112,Electronic and Precision Equipment Repair and Maintenance,""
8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,""
8114,Personal and Household Goods Repair and Maintenance,This industry group comprises establishments primarily engaged in home and garden equipment and appliance repair and maintenance; reupholstery and furniture repair; footwear and leather goods repair; and other personal and household goods repair and maintenance.
8121,Personal Care Services,"This industry group comprises establishments, such as barber and beauty shops, that provide appearance care services to individual consumers."
8122,Death Care Services,"This industry group comprises establishments primarily engaged in preparing the dead for burial or interment, conducting funerals, operating sites or structures reserved for the interment of human or animals remains, and/or cremating the dead."
8123,Drycleaning and Laundry Services,"This industry group comprises establishments primarily engaged in operating coin-operated or similar self-service laundries and drycleaners; providing drycleaning and laundry services (except coin-operated); and supplying, on a rental or contract basis, laundered items (e.g., uniforms, gowns, shop towels, etc.). Included in this industry group are establishments primarily engaged in supplying and servicing coin-operated laundry and drycleaning equipment in places of business operated by others, such as apartments and dormitories."
8129,Other Personal Services,"This industry group comprises establishments primarily engaged in providing personal services (except personal care services, death care services, or drycleaning and laundry services)."
8131,Religious Organizations,""
8132,Grantmaking and Giving Services,""
8133,Social Advocacy Organizations,""
8134,Civic and Social Organizations,""
8139,"Business, Professional, Labor, Political, and Similar Organizations","This industry group comprises establishments primarily engaged in promoting the interests of their members (except religious organizations, social advocacy organizations, and civic and social organizations).  Examples of establishments in this industry are business associations, professional organizations, labor unions, and political organizations."
8141,Private Households,""
9211,"Executive, Legislative, and Other General Government Support",""
9221,"Justice, Public Order, and Safety Activities",""
9231,Administration of Human Resource Programs,""
9241,Administration of Environmental Quality Programs,""
9251,"Administration of Housing Programs, Urban Planning, and Community Development",""
9261,Administration of Economic Programs,""
9271,Space Research and Technology,""
9281,National Security and International Affairs,""
